"id","name","description","manufacturer","price"
"b000v7vz2e","jumpstart 4th-6th grade v 2.0 b43","","knowledge adventure","19.99"
"b0001fyrqc","logic express 6","","apple","299.99"
"b00002s6sc","punch 5 in 1 home design","5 in 1 home design is a fully integrated 3-d home design product that includes ultimate deck realmodel 3d home landscaping and furniture design software. punch's 3-d photorealistic technology allows users to fly through their entire design while enjoying great views from any angle.use the 3d home exterior & interior design program to view your home in thousands of subtle paint color choices or design walk-out basements and split-level designs with the slope tool. when you're ready to landscape your home design just add your plantings to your existing file. the software lets you landscape without redrawing your house plan. your results are rendered in high-resolution 3-d complete with shadows just like a photograph.design the perfect deck for your home plan with ultimate deck. multilevel or multistory decks with 3-d photorealistic textures stairs railings object placement and color capabilities give you the ability to design exactly the deck you want. deck wizards walk you through railings baluster options and more. also create objects from scratch or modify furniture from the included library. change colors fabrics patterns textures and more then use your creations to furnish your home plan.","punch! software","39.99"
"b000ndib82","illustrator cs3 13 mac ed 1u","illustrator cs3 13 mac ed 1u","adobe education box","199"
"b000b5srju","turbocad mac 3d for mac","","imsi","249.99"
"b00019jgwi","ulead systems dvd workshop 2","ulead dvd workshop 2 is powerful and intuitive authoring software that keeps your creative needs in mind. the straightforward workflow and design-centric interface guides you through the steps needed to create dynamic dvds. it's perfect for people who want to create sophisticated dvds without having to learn a completely new system inside and out! dvd workshop 2 guarantees creative professionals a maximum return on investment with a minimal learning curve. use powerful compositing and layout tools - map out the exact navigation of your dvd assets with playlists dvd workshop 2 supports dolby digital audio files multi-layered psd and ufo images text file import for subtitles and wmv video import among others supports copy protection region coding 16 - 9 widescreen video and multiple video title sets. even output to dvd-9 and dlt","ulead systems","494.99"
"b000bsf1iw","space (dvd) (pc & mac)","with the space dvd you'll venture into space and explore what hides above the skies. titles include stars the earth astronomy the inner planets the outer planets the solar system space speculation space exploration and the universe.","fogware publishing","29.99"
"b000b6n2lw","marine aquarium + sharks","turn your monitor into the exotic fish tank you've always wanted!","encore software","9.95"
"b000g0oom4","pitstop pro 7.0 upgr - 6.x or higher","pitstop pro 7.0 upgr - 6.x or higher","enfocus software","199"
"b000eztvym","apple xsan (mac)","brand new full retail box","apple","0"
"b00078x3hm","microspot macdraft pe (mac)","macdraft personal edition offers a powerful set of 2d design drafting and technical illustration tools for all types of users. enhance your image and text quality while creating fantastic illustrations in a variety of picture formats. it's perfect for producing simple sketches or complex drawings in the mechanical architectural and engineering fields.","microspot ltd.","99.95"
"b000ofnrhy","adobe premiere pro cs3","tell your story with maximum impact using adobe premiere pro cs3 software the start-to-finish solution for efficient video production that now includes adobe encore cs3 and adobe onlocation cs3* (windows only) formerly the award-winning dv rack hd. save time from on-set capture using adobe onlocation through to output expand your creative options via integration with adobe after effects cs3 professional and photoshop and deliver your content to dvd blu-ray disc the web and mobile devices. the powerful editing finishing and delivery tools in adobe premiere pro are now available on both mac and windows operating systems. maintain control of your media with multiple project panels customizable panel display settings and instant file searches. export adobe encore cs3 projects as dvd blu-ray disc or flash. when you export as flash encore generates html flv and swf files that provide dvd-style chapter selection playback and interactivity through the flash player. capture edit and deliver to video dvd and the web adobe premiere pro cs3 software available for both mac and windows streamlines the entire video production process from direct-to-disk recording through editing to final delivery for tape disc the web and mobile devices. adobe premiere pro cs3 redefines productivity and flexibility for capturing editing and delivering video content. video professionals want to concentrate on storytelling--not on the nuts and bolts of production--and adobe premiere pro cs3 frees you to focus on telling your story. maximize image quality and work faster during shoots by using adobe onlocation cs3 software (requires windows and boot camp for mac ) included with adobe premiere pro to calibrate cameras monitor video signals and record directly to disk--all during the shoot. edit every major video format from dv to hd and beyond with adobe premiere pro cs3. improve efficiency and creativity with new workflow and new visual effects features. save time and expand creative options through tight integration with other adobe software including adobe after effects cs3 and adobe photoshop cs3. adobe encore cs3 software now included with adobe premiere pro cs3 lets you author once and then output to blu-ray disc dvd and flash swf for the web. adobe premiere pro supports additional delivery platforms including flash and mobile devices letting you reach the widest audience possible. audience benefit corporate and government video producers--adobe premiere pro cs3 provides the tools you need to ensure excellent production values while working quickly to stay on schedule. edit with precise control add stunning effects and move content smoothly to adobe after effects cs3 professional and photoshop for even more creative control. streamline the review process with adobe clip notes and output to multiple formats quickly and easily to reach more people everywhere. adobe premiere pro cs3 lets you communicate with high-quality video and imagery even with tight budgets and looming deadlines. event videographers--small crews and tight deadlines mean you need to work fast even while clients demand higher and higher production values. adobe premiere pro cs3 lets you capture events directly to disc with included adobe onlocation cs3* (windows only); work fast with precision editing tools including support for editing multicam shots; create compelling effects via tight integration with adobe after effects cs3 professional and photoshop cs3; and use the included copy of adobe encore cs3 to deliver content however your clients need it whether on dvd blu-ray disc the web or mobile devices. independent filmmakers--your passion is storytelling. your challenge is finding the right software to handle every aspect of the production process and deliver hollywood-quality imagery. adobe premiere pro cs3 meets this need with a complete toolset for capturing footage direct-to-disc editing imagery and creating titles in post-production producing dvds and delivering web-ready content to promote your films on the internet. and with the included video workshop and training materials you'll have help through every stage of production. post-production boutiques--enjoy advanced editing tools as well as the uncompromised image quality and real-time performance you need in professional broadcast and film post-production. work with all major formats enjoy powerful effects and media management tools get unparalleled integration with adobe after effects cs3 professional and photoshop software and increase efficiency with workflow enhancements such as adobe clip notes. with adobe premiere pro cs3 and adobe encore cs3 you can deliver your work in the format your client needs from adobe flash video through dvd and blu-ray disc to uncompressed hd. educators and students--adobe premiere pro cs3 offers a complete set of post-production tools that let you handle all aspects of filmmaking and post-production cost effectively from capturing and editing footage to creating titles dvds and promotional materials such as websites that feature video content. use flexible tools to express your creativity work with any file format on both windows and macintosh platforms and deliver your work across multiple media. what's new in adobe premiere pro cs3k dvd and blu-ray disc output with included adobe encore cs3 create dvd and blu-ray disc content with adobe encore cs3 software now included with adobe premiere pro cs3. work with the same encore authoring interface and features used to create standard-definition dvds. author once deliver twice: automatically convert your high-definition blu-ray disc projects to standard-definition dvds. high-quality slow motion with time remapping create dramatic slow- and fast-motion effects without exporting clips to another application. with precise keyframe control real-time feedback and excellent quality from advanced frame blending you can slow things down without compromising quality. or generate even better in-between frames through pixel-motion analysis with the timewarp effect. direct-to-disc recording with included adobe onlocation cs3* (windows only) save tape and time by eliminating capture from your production process. record sd and hd video directly to disc using adobe onlocation cs3 software included with adobe premiere pro cs3. instantly review each shot without shuttling tape. adobe onlocation automatically detects and flags problems to provide the best results. adobe encore cs3 projects for the web with one click easily create adobe flash versions of your dvd and blu-ray disc projects for the web. use adobe encore cs3 to create flash content complete with dvd interactivity and menus without learning flash programming. multiple project windows with smart file search find files faster with search tools that instantly update their results list as you type. sort and organize assets into multiple project windows each with its own graphical or text view setting. display and handle media files making project management easier and more efficient. professional on-set monitoring with adobe onlocation cs3 maximize camera image quality during shoots by using adobe onlocation cs3 to quickly calibrate your camera check levels and monitor your signal. use simple tools that function like their hardware equivalents to get results quickly and easily. the virtual reference monitor waveform monitor vectorscope and audio spectrum analyzer help you avoid problems and improve quality on location. create stunning slow-motion and other retiming effects directly in the timeline by setting and moving time remapping keyframe markers. improve the look of your video with the three-way color corrector and the other precision color-correction tools in adobe premiere pro. improved editing efficiency work faster with powerful and flexible editing tools. play video with nested audio sequences in real time without rendering. replace any clip in the timeline with a new clip while preserving the replaced clip's editing attributes and settings. use shortcuts to switch between workspace panels and save time. output for mobile devices make your video viewable on the latest delivery platforms. encode video for delivery to cell phones and other mobile devices and simulate playback on those devices to check video quality. download profile updates to simulate the latest devices. flash video export with markers converted to cue points encode video and audio for flash projects and web playback with direct flash video (flv) export. adobe premiere pro cs3 timeline markers become flash cue points that trigger interactivity and navigation. create flash video with ease. improve efficiency and incorporate a tapeless workflow during shoots by using adobe onlocation cs3* to monitor your camera's video signal and record it directly to a computer hard drive. the multi-camera window makes editing action recorded with several cameras or in multiple takes as easy as pointing and clicking. additional features efficient tools for creative editing create high-quality visual and editorial effects directly within the editing timeline. generate slow motion and other time-remapping effects with precise keyframe control and real-time feedback. add color correction lighting and other effects audio filters and more with fast flexible and built-in tools. edit footage from multicam shoots with ease and precision. comprehensive video format compatibility work with the formats you want. edit all standard- or high-definition formats from dv through hdv to hd and beyond (some formats may require additional hardware). broad range of supporting hardware and software for mac and windows choose from a wide range of mac and windows workstations and capture cards to build the editing system that exactly meets your needs and budget. enhance your system with additional plug-ins including many from adobe after effects software. dvd and blu-ray disc output with included adobe encore cs3 create dvd and blu-ray disc content with adobe encore cs3 software now included with adobe premiere pro cs3. work with the same encore authoring interface and features used to create standard-definition dvds. author once deliver twice: automatically convert your high-definition blu-ray disc projects to standard-definition dvds. superior integration with other adobe applications make the leading still and motion graphics applications adobe photoshop and after effects part of an efficient post-production workflow. import and animate photoshop layers. automatically create photoshop files that match the current project's frame size and aspect ratio. drag and drop or copy and paste clips and timelines between adobe premiere pro cs3 and after effects cs3 professional. direct-to-disc recording with included adobe onlocation cs3* (windows only) save tape and time by eliminating capture from your production process. record sd and hd video directly to disc using adobe onlocation cs3 software included with adobe premiere pro cs3. instantly review each shot without shuttling tape. adobe onlocation automatically detects and flags problems to provide the best results. professional on-set monitoring with adobe onlocation cs3 maximize camera image quality during shoots by using adobe onlocation cs3 to quickly calibrate your camera check levels and monitor your signal. use simple tools that function like their hardware equivalents to get results quickly and easily. the virtual reference monitor waveform monitor vectorscope and audio spectrum analyzer help you avoid problems and improve quality on location. delivery to the web and mobile devices make your video viewable on today's and tomorrow's delivery platforms. export as adobe flash video (flv). easily convert dvd projects complete with menus to flash swf files for web playback. encode for delivery to cell phones and other mobile devices and emulate playback on those devices to check playback quality. accelerated client review and approval with adobe clip notes expedite review cycles and avoid miscommunication with adobe clip notes. embed video into an adobe pdf file e-mail the file to your client to review and add timecode-specific comments and then view comments mapped to the adobe premiere pro cs3 timeline. multicam editing view multiple video tracks from a multiple-camera shoot easily sync via timecode and edit by switching between tracks in real time. rerecord sections of your edit make fine adjustments using all the standard timeline editing tools and easily adjust color correction across multiple shots even after editing. accelerated client review and approval with adobe clip notes expedite review cycles and avoid miscommunication with adobe clip notes. embed video into an adobe pdf file e-mail the file to your client to review and add timecode-specific comments and then view comments mapped to the adobe premiere pro cs3 timeline. mac os x compatibility use adobe premiere pro cs3 on the latest intel based macintosh computers. aaf and edl import/export exchange project metadata with major video film and audio applications via industry-standard advanced authoring format (aaf) aaf with edit protocol and edit decision list (edl) files (aaf import/export for windows only). comprehensive vtr support control video decks through rs-422 and rs-232 serial protocols or firewire for precise batch capturing recapturing and insert editing. file management with adobe bridge work more efficiently by using adobe bridge cs3 to search for and access your project files preview and apply settings run batch processes and tag assets with xmp metadata. * for macintosh users adobe onlocation requires boot camp and windows (purchased separately) or a separate windows based computer.","adobe","799"
"b0001av65w","ideasoft photo clip art 10 000","stand out from the crowd with 10 000 unique photo images! these bright bold and brilliant photos come with solid changeable backgrounds making them as easy to use as clip art. from bananas to banjos cars to children dogs to ducks - there's a photo clip art image for every project!","nova development","0"
"b000pgq8sm","apple final cut studio 2 upgrade from final cut studio (mac)","final cut studio 2 upgrade from final cut studio delivers an integrated post-production solution that lets you move effortlessly from editing to color grading to creating motion graphics to sculpting audio to multiformat encoding and dvd authoring. this powerful new version features final cut pro 6 motion 3 soundtrack pro 2 compressor 3 dvd studio pro 4 and color the newest member of the suite. craft the perfect story using a tightly integrated and innovative suite of products created specifically for video editors. with xml to share project data and quicktime to seamlessly move media between systems final cut studio 2 can fit into virtually any production pipeline or newsroom. editing unleashed final cut studio 2 helps take you beyond mere editing. discover the intuitive power of new creative tools designed expressly for final cut pro editors. rapidly move through editing to motion graphics audio editing and mixing color grading and delivery--all as a natural extension of the work you already do. final cut studio 2 puts a powerful new version of final cut pro at the center of an integrated post-production workflow. final cut studio 2 includes final cut pro 6 motion 3 soundtrack pro 2 compressor 3 dvd studio pro 4 and color--a brand-new application for professional color grading. it's a final cut world independent filmmakers. hollywood film editors. corporate video and event producers. editors with hourly deadlines cutting broadcast spots or network news. hundreds of thousands of creative professionals all over the world have made final cut pro their first choice for editing. it has rapidly become an industry standard. building on this success apple has designed each application in final cut studio 2 with final cut pro editors in mind. start working quickly with intuitive tools and familiar interfaces. whenever you're ready for precise control a comprehensive set of features is just a click away. the editor's choice final cut studio 2 is fast fluid and flexible. use a laptop on location and a desktop in the studio. start with the tools you already use today and extend your reach when you're ready. final cut studio 2 has everything you need in a single product. edit. use final cut pro 6 for native editing of virtually any format--from dv and sd up to hdv xdcam hd dvcpro hd and fully uncompressed hd. or use prores 422 a new post-production format from apple that offers uncompressed hd quality at sd file sizes. drag clips with different formats and even different frame rates into the new open format timeline. animate. create stunning 2d and 3d motion graphics in real time with motion 3 the fastest and most intuitive way to animate and express your creative vision. just drag and drop to make dramatic particle effects explode into 3d space; form vector-based paint strokes with the swish of a pen. new motion master templates let you edit text and drop in video without leaving final cut pro. mix. record and edit dialogue add music and effects and complete your mix with ease. soundtrack pro 2 lets you work faster than ever in its new streamlined interface. you can even produce in surround sound using innovative visual tools. if you make changes to your edit in final cut pro you can rapidly update your audio mix with the powerful conform feature in soundtrack pro. grade. give your production a signature look or create a consistent feel for shots from different sources. color is the newest member of the final cut studio family offering professional color grading that can elevate the quality of any production. deliver. use compressor 3 to create pristine-quality output for a wide range of delivery formats--including the web ipod iphone apple tv and broadcast servers. a streamlined new interface lets you batch-process encoding with point-and-click ease. if film is your destination use cinema tools 4 to output film lists that combine timecode and keycode in a single list. or use dvd studio pro 4 for professional dvd authoring and mastering. post-production without walls final cut studio 2 is not just a product. it's a platform. open standards encourage innovation giving developers and partners the freedom to create custom solutions. with xml to share project data and quicktime to seamlessly move media between systems final cut studio 2 can fit into virtually any production pipeline or newsroom. whether you're working in a group of 2 or 200 final cut studio lets you collaborate with ease. share media seamlessly across multiple workstations with xsan. use final cut server--with or without xsan--for media asset management and workflow automation that is deeply integrated with final cut studio 2. whether you're cutting commercials editing feature films or pushing out the nightly news final cut server helps you work faster whenever you're working together. final cut pro 6one timeline. infinite possibilities. mix and match source material--both formats and frame rates--in real time using the new open format timeline in final cut pro 6. create exactly the look you want for your projects with the complete set of professional color grading and finishing tools in color. easily create sophisticated 3d environments with depth and realism--with the real-time 3d multiplane compositing tools in motion 3. fly through audio editing and mixing create immersive soundtracks and easily conform audio to video edits using the new streamlined interface in soundtrack pro 2. deliver your best work quickly and easily to virtually any format encoding hands-free on your local mac or across a network of connected mac systems with compressor 3. produce sophisticated fully interactive studio-quality dvd titles with drag-and-drop ease using dvd studio pro 4. the first choice of professional editors worldwide final cut pro 6 delivers high performance digital nonlinear editing native support for virtually any video format and facility-class extensibility and interoperability. its workflow extends through the other final cut studio applications and final cut server for even more power. whether you're working solo or collaborating with a team final cut pro gives you more creative options and technical control than ever before including: broad format support incredible real-time effects comprehensive editing tools expanded power as the hub of final cut studio open extensible architecture colorcolor grading is in the house. color grading involves more than color correction. just as different soundtracks can make a particular scene feel humorous romantic or menacing the look created by a color grade can radically alter the tone and mood of a sequence. color apple's new professional color grading application makes it easy for editors to create signature looks for projects ranging from short video pieces to full-length theatrical films. color offers the following key features: real-time professional color grading dramatic color effects cinema-quality signature looks final cut studio workflows motion 3now playing in 3d. motion 3 takes the complexity out of 3d by extending the 2d tools you already use. with its intuitive interface and rich toolset the only limit is your imagination. send particles exploding through space. swing cameras around an object with breathtaking ease. squiggle a vector-based paint stroke in 3d through the cosmos. motion 3 lets you create 3d motion graphics with drag-and-drop ease startling performance and unprecedented color fidelity. this powerful upgrade to apple's award-winning motion graphics software features: an intuitive real-time design environment flexible animation tools 3d motion graphics done right breathtaking filters and effects numerous time-saving features soundtrack pro 2the next wave in audio post. soundtrack pro 2 offers unprecedented convenience and power to editors. fly through audio editing and mixing with a new streamlined interface that combines the multitrack timeline and waveform editor in a single view. easily create immersive soundtracks with innovative surround sound tools. automatically conform your audio edit to changes made in your video edit. with its familiar interface and intuitive tools soundtrack pro is the final cut pro of audio post-production. key features of soundtrack pro 2 include: streamlined multitrack interface professional editing and dialogue tools intuitive surround sound automatic audio conform process intelligent workflows compressor 3create once. debut everywhere. with increasing demand for media distribution in multiple formats--ranging from hd broadcast to an ipod screen--it's more important than ever to be able to output files efficiently while keeping quality high. the streamlined interface of compressor 3 lets you quickly configure batch processes for encoding to a wide range of industry standard formats. or create format and standards conversions at pristine quality through sophisticated optical flow technology. for the ultimate high-speed workflow set up distributed encoding over a shared-media network powered by xsan. key features of compressor 3 include: streamlined encoding workflow industry-standard encoding support pristine format conversions distributed encoding dvd studio pro 4simply powerful dvd authoring. dvd studio pro 4 makes it easy to extend your creative vision to every aspect of dvd authoring. whether your project is simple or sophisticated you'll enjoy using familiar easy-to-use tools to produce the perfect presentation of your sd or hd content. a comprehensive set of advanced features is available whenever you want more control. key features of dvd studio pro 4 include: intuitive design environment professional authoring tools versatile dvd mastering post-production workgroups collaborate with a small team of editors in a boutique post-production facility. or build a custom workfl ow for a global news network. whether you're sharing a small number of media assets over a lan or supporting hundreds of editors on a san final cut studio makes it easy for everyone to work together. shared media assets small workgroups can share media over a lan or wan by copying assets from a shared volume to a local workstation. for a scalable high-performance shared storage solution final cut studio editors can collaborate over a fibre channel storage area network (san) powered by xsan. with xsan every editor on a project has concurrent access to source media files and never needs to transfer assets between workstations. each mac system accesses shared files on the san as if the storage were directly attached. xsan can support hundreds of concurrent clients and can easily be expanded to provide more storage capacity and bandwidth as your needs grow. asset management and workflow automation meet final cut server apple's powerful new media asset management and workflow automation software. final cut server takes the headache out of managing large collections of media files then extends to tracking job status managing reviews and approvals and automating complex sequences of tasks--all with apple's legendary ease of use and all in a single product designed to work seamlessly with final cut studio. final cut server combines server software designed to run on mac os x with a cross-platform client that runs on either macintosh or windows-based computers. collaborate over a lan or wan with a small number of users or leverage the power of xsan to share media across a large number of workstations.","apple","499"
"b0009ren8e","personal image manager","personal image manager improves digital photo management. whether you want to email add captions or convert formats you have a simple tool that handles it for you. bring your photos to life and make them shine on your monitor with enhancements smart captions and other customizing tools that turn photos into memorable images. archive your entire personal image collection and burn it to cd or dvd","smith micro software","29.99"
"b000lrdlia","star wars empire at war (intel only macs)","star wars: empire at war lets players rewrite history while they experience the aftermath of revenge of the sith. set a few years before the events of a new hope the game chronicles the start of the rebel alliance & darth vader's rise to power. visit worlds like hoth tatooine and dagobah -- as well as never-before-seen environments taken directly from the star wars films and expanded universe novels. choose to join either the rebel alliance or the galactic empire and unleash your tactical skills on your enemy in real-time 3d. all of the gameplay and action within star wars empire at war is persistent; strategic and tactical decisions from previous events will have a permanent effect on the galaxy. deploy more than 20 ground-and air-based vehicles - from giant star destroyers and mon calamari cruisers to speeder-bikes and x-wings access multiple ground troops from stormtroopers & rebel soldiers to powerful heroes like obi-wan and darth vader multiplayer action including 2-player campaign mode and up to 8-player online skirmishes","aspyr media","49.99"
"b000hed3f8","brainfood games cranium collection 2006","brain food games cranium collection is back and better than ever! packed with 4 full-version games - this collection will be sure to tickle and tease your brain! hoyle word games: 9 ingenious word games with hundred of variations customize the skill level background and even music for the ultimate gaming experience! includes webster's new world college dictionary for easy references during game play! who wants to be a millionaire? over 600 new and more complex questions! multiple choice answers complete the millionaire game play experience - feel like you're actually in the hot seat! fastest finger contest and two-player action provide extra fun for you and you family and friends. all-new lifeline options provide more than 15 wacky phone-a-friend characters. plus - regis' humorous commentaries are funnier than ever! professor fuji's sudoku: 1 000 puzzle grids in 3 different levels cheat mode boss-hide key and a built-in timer make this sudoku game perfect for beginners and experts alike! printable puzzles allow you to take sudoku on-the-go! smart games challenge 2: loaded with over 1 400 new puzzles to stimulate strengthen and sharpen your brain! logic perception word trivia and strategy puzzles offer hundreds of levels of difficulty for brains of all sizes! exercise your brain with quirky puzzles like brain candy mass transit leap frog and say what? - guaranteed to bewilder bamboozle and boggle your mind brain food games - new content new games to train your brain for maximum efficiency!","encore software","19.99"
"b00007e8d4","multiplication and division grades 3-4","on-track multiplication & division grades 3-4 teaches important math concepts the fun & easy way -- through a set of electronic storybooks kids will enjoy reading! ages 7-9","school zone","9.99"
"b000ra5bmk","jeopardy! deluxe","you've never been in jeopardy! like this before. choose money tiles in various categories and give the question to which each clue is the answer. enjoy the full tv-game experience with more puzzles and double jeopardy. full-screen mode for distraction-free gaming","encore","19.99"
"b000mz7c2w","cakewalk sonar home studio 6","cakewalk sonar home studio 6 takes your music further faster than ever. musicians on a budget don't have to sacrifice features for affordability anymore -- sonar 6 provides you with tools that let you perfect your tracks. record and mix at the highest possible quality with a range of powerful features that adapts to your unique style of music creation. at every step of your production -- from composing with virtual instruments to recording mixing and beyond -- you'll fast forward your music production. sonar home studio 6 introduces cakewalk publisher a new tool that helps users publish and present their music online. cakewalk publisher allows sonar home studio customers to create a customized online streaming music player with playlists of their music that can then be directly uploaded from sonar home studio to band websites myspace pages and other internet sites. 10 new professional audio effects. active controller technology (act) lets users easily control and automate effects instruments and their mix from midi controllers by automatically remapping controls to whatever has the focus. rip from and burn to cd directly from sonar home studio. automate tracks effects and instruments easily with enhanced automation tools. midi input quantize corrects the timing of midi performances in real-time. freeze tracks effects and virtual instruments to conserve cpu power. native and fully integrated support for vst plug-ins no wrapper required dropzone sampler with extended library of instrument sounds including a drum pack and bass pack cakewalk publisher lets users present and stream their music on the internet","cakewalk","139"
"b00006sijq","punch! home design architectural series 18","from layout to landscaping home design architectural series 18 from punch! software delivers a complete home-design solution. flexible and easy to use this software integrates 18 programs and adds more than 60 new features and enhancements. explore easy-to-use wall tools robust text and dimension tools additional 2-d geometric creation tools photo-realistic lighting enhanced framing and estimating and much more. help text and video clips explain and demonstrate how each tool is used. plus you can join the punch! developers network download the free developer's kit and get started customizing your own powertools plug-ins.","punch! software","129.99"
"b0000vmim2","chessmaster 9000 (mac)","chessmaster 9000 places you where you must master one of history's great challenges -- the age-old game of chess! this new & improved chess engine features 150 different opponents from beginner to grandmaster level. speed up the action in speed chess mode you are invited to test your brain by mastering history's greatest game!","feral interactive","39.99"
"b0001bg5gq","clip art and more 250 000 (jewel case)","","imsi design","0"
"b000exs47y","hoyle puzzle & board games","in hoyle puzzle & board games you'll enjoy more than 45 classic and new games -- fun for the whole family! includes the official rulebook for every game featured in the title.","encore software","19.95"
"b000qxd2tm","genuine fractals print pro 5 1u","genuine fractals print pro 5 gives you extraordinary image enlargements and greater flexibility. photographers graphic artists and digital imaging professionals will love having the ability to make resolution-independent image files. genuine fractals produces output of any size while remaining small enough to edit in real time store locally and transmit remotely. supports all photoshop color modes including cmyk and cie-lab easy encoding and rendering for all rgb (8- and 16-bit) multi-channel and grayscale images (8-bit only) scale up to 700% without image degradation batch encode preview window","onone software","299.95"
"b000jx5shs","guitar tool - worship edition","","midisoft corporation","0"
"b000kmehfw","123 movies 2 ipod w/ av cables umd size","123 movies 2 ipod enables you to copy any dvd in your collection to your ipod video. why download the itunes version if you already own the dvd? instead you can watch dvd movies on your ipod video. includes av cables. watch your movies on your ipod or get the ipod av cables and watch movies on your tv from your ipod","bling","29.99"
"b000098xjo","custom landdesigner 3d design 7.0","","sierra on-line","0"
"b0001db6i6","the big mix (mac)","the big mix - it's the all-in-one tool for home musicians of any skill level. turn your home recording into studio-quality sound and make music like never before. whether you're created orchestral pieces or hypnotic dance tracks you'll find everything you need here! spark le is real processing for people who want pristine sounds from their home audio -- features tools like tempo delay a one-band eq with selectable notch low pass high pass parametric types of equalization & more","aladdin","59.99"
"b0002vjvxy","comic book library","with the marvel comic book library you can relive the first 10 adventures of 10 classic marvel characters on one super-powered cd-rom that works on pcs and macs! that's 100 complete comic books with character bios and three free bonus comics highlighting the debut and subsequent storylines of spider-man (1962) the incredible hulk (1962) daredevil (1964) the x-men (1975) the fantastic four (1961) captain america (1964) the avengers (1963) namor the sub-mariner (1962) iron man (1963) and the silver surfer (1966). here are the issue numbers: spider-man - 1 2 3 4 5 6 7 8 9 15; avengers - 1 2 3 4 5 6 7 8 9 10; captain america - 59 60 61 62 63 64 65 66 67 68; daredevil - 1 2 3 4 5 6 7 8 9 10; fantastic four - 1 2 3 4 5 6 7 8 9 10; hulk - 1 2 3 4 5 6 60 61 62 63; tales of suspense - 39 40 41 42 43 44 45 46 47 48; silver surfer - 1 2 3 4 5 6 7 8 9 10; submariner - 70 71 72 73 74 75 76 77 78 79; x-men - 1 94 95 96 97 98 99 100 101 102. system requirements for pc: windows 98 or higher; 6mb available hard disk space; 64mb ram; netscape navigator 4.x or microsoft internet explorer 5.x or later; mouse or other pointing device. system requirements for mac: mac os x; minimum 64mb ram; netscape navigator 4.x or microsoft internet explorer 5.x or later; mouse or other pointing device.","marvel","49.99"
"b00002s6sc","punch 5 in 1 home design","5 in 1 home design is a fully integrated 3-d home design product that includes ultimate deck realmodel 3d home landscaping and furniture design software. punch's 3-d photorealistic technology allows users to fly through their entire design while enjoying great views from any angle.use the 3d home exterior & interior design program to view your home in thousands of subtle paint color choices or design walk-out basements and split-level designs with the slope tool. when you're ready to landscape your home design just add your plantings to your existing file. the software lets you landscape without redrawing your house plan. your results are rendered in high-resolution 3-d complete with shadows just like a photograph.design the perfect deck for your home plan with ultimate deck. multilevel or multistory decks with 3-d photorealistic textures stairs railings object placement and color capabilities give you the ability to design exactly the deck you want. deck wizards walk you through railings baluster options and more. also create objects from scratch or modify furniture from the included library. change colors fabrics patterns textures and more then use your creations to furnish your home plan.","punch! software","39.99"
"b000lv6pyi","3mds network operations manager diy annual subscptn 101 500u","","3m","0"
"b0007zf3ge","creating keepsakes scrapbook designer version 2 platinum","the ultimate resource for creating amazing scrapbooks!product informationif you're serious about creating beautiful one-of-a-kind personalizedscrapbooks then creating keepsakes scrapbook designer platinum is the funeasy-to-use software that wi","riverdeep - learning company","39.99"
"b0002bqqxw","oxford spanish dictionary","contains over 170 000 words and phrases and 240 000 translations and describes spanish as it is used throughout the whole spanish-speaking world.","oxford university press","19.95"
"b000edkurg","world of rainbow fish","","global software publishing","19.99"
"b000bu7u48","dance praise with dance pad (win/mac)","turn your computer into a dance arcade with top christian hits! get ready for hours of family fun with music worth listening to! simply plug in the interactive dance pad into the usb port of your computer and start movin' and groovin' to over 50 christian songs from your favorite artists.includes music from your favorite christian artists: 4th avenue jones'andy hunteraudio adrenalinebleachdavid crowder* banddj majearthsuithawk nelsonjohn reubenliquidnewsboysout of edenpax217sanctus realsarah kellyseven day jesusstarfieldsteven curtis chapmanthe benjamin gatethe elmsthe katinastobymacverbszoegirl","digital praise","39.99"
"b0007iqg3a","scooby doo glowing bug man (jewel case)","scooby-doo and the glowing bug man puts shaggy scooby and the freinds of mystery inc. at the heart of a new mystery. when they visit the museum of natural history they find a glowing bug man on the loose. with your help they'll solve this puzzling problem once and for all.","encore software","9.99"
