"id","title","authors","venue","year"
"conf/sigmod/AtzeniT97","MDM: a Multiple-Data-Model Tool for the Management of Heterogeneous Database Schemes","Paolo Atzeni, Riccardo Torlone","SIGMOD Conference",1997
"conf/sigmod/KriegelMPS01","Spatial Data Management for Computer Aided Design","Andreas Müller, Marco Pötke, Thomas Seidl, Hans-Peter Kriegel","SIGMOD Conference",2001
"conf/vldb/HelmerNM03","Estimating the Output Cardinality of Partial Preaggregation with a Measure of Clusteredness","Guido Moerkotte, Thomas Neumann, Sven Helmer","VLDB",2003
"conf/vldb/Brodie03","Illuminating the Dark Side of Web Services","Michael L. Brodie","VLDB",2003
"conf/vldb/ShatdalKN94","Cache Conscious Algorithms for Relational Query Processing","Jeffrey F. Naughton, Ambuj Shatdal, Chander Kant","VLDB",1994
"conf/sigmod/KalnisP01","Proxy-Server Architectures for OLAP","Panos Kalnis, Dimitris Papadias","SIGMOD Conference",2001
"journals/tods/WangBBJ97","Logical Design for Temporal Databases with Multiple Granularities","Alexander Brodsky, Sushil Jajodia, Claudio Bettini, Xiaoyang Sean Wang","ACM Trans. Database Syst.",1997
"conf/vldb/BohannonFHRRS02","LegoDB: Customizing Relational Storage for XML Documents","Prasan Roy, Philip Bohannon, Jayant R. Haritsa, Jérôme Siméon, Maya Ramanath, Juliana Freire","VLDB",2002
"journals/vldb/IvesHW02","An XML query engine for network-bound data","Daniel S. Weld, Alon Y. Halevy, Zachary G. Ives","VLDB J.",2002
"conf/vldb/MedianoCD94","V-Trees - A Storage Method for Long Vector Data","Maurício R. Mediano, Marcelo Dreux, Marco A. Casanova","VLDB",1994
"conf/sigmod/Mohan01","Application Servers: Born-Again TP Monitors for the Web? (Panel Abstract)","C. Mohan","SIGMOD Conference",2001
"conf/vldb/AilamakiDHW99","DBMSs on a Modern Processor: Where Does Time Go?","David A. Wood, Mark D. Hill, David J. DeWitt, Anastassia Ailamaki","VLDB",1999
"conf/vldb/Kornacker99","High-Performance Extensible Indexing","Marcel Kornacker","VLDB",1999
"journals/sigmod/Kim99","Message from Editor-in-Chief, ACM Transactions on Database Systems","Won Kim","SIGMOD Record",1999
"journals/sigmod/FrewD97","Data Management for Earth System Science","James Frew, Jeff Dozier","SIGMOD Record",1997
"conf/vldb/GoldmanW97","DataGuides: Enabling Query Formulation and Optimization in Semistructured Databases","Roy Goldman, Jennifer Widom","VLDB",1997
"conf/sigmod/RajagopalanML98","Approximate Medians and other Quantiles in One Pass and with Limited Memory","Bruce G. Lindsay, Gurmeet Singh Manku, Sridhar Rajagopalan","SIGMOD Conference",1998
"conf/vldb/TriantafillouP97","On-Demand Data Elevation in Hierarchical Multimedia Storage Servers","Thomas Papadakis, Peter Triantafillou","VLDB",1997
"conf/vldb/LitwinNS94","RP*: A Family of Order Preserving Scalable Distributed Data Structures","Witold Litwin, Marie-Anne Neimat, Donovan A. Schneider","VLDB",1994
"journals/vldb/WidomS00","Foreword by the VLDB '98 PC Chairmen: Best Papers of VLDB '98","Oded Shmueli, Jennifer Widom","VLDB J.",2000
"conf/sigmod/Bonnet02","Going public: open-source databases and database research","Philippe Bonnet","SIGMOD Conference",2002
"journals/sigmod/FrankGGJKLMNPSSSTW99","Chorochronos: A Research Network for Spatiotemporal Database Systems","Enrico Nardelli, Timos K. Sellis, Andrew U. Frank, Stéphane Grumbach, Hans-Jörg Schek, Manolis Koubarakis, Michel Scholl, Ralf Hartmut Güting, Barbara Pernici, Christian S. Jensen, Nikos A. Lorentzos, Babis Theodoulidis, Yannis Manolopoulos, Peter Widmayer","SIGMOD Record",1999
"conf/sigmod/AgichteinG03","QXtract: A Building Block for Efficient Information Extraction from Plain-Text Databases","Luis Gravano, Eugene Agichtein","SIGMOD Conference",2003
"journals/sigmod/JajodiaBBKMSW97","Information Systems Research at George Mason University","Sushil Jajodia, Amihai Motro, Edgar H. Sibley, Alexander Brodsky, Larry Kerschberg, Xiaoyang Sean Wang, Daniel Barbará","SIGMOD Record",1997
"journals/tods/LiC01","Answering queries with useful bindings","Edward Y. Chang, Chen Li","ACM Trans. Database Syst.",2001
"journals/tods/GhandeharizadehHJ96","Heraclitus: Elevating Deltas to be First-Class Citizens in a Database Programming Language","Dean Jacobs, Shahram Ghandeharizadeh, Richard Hull","ACM Trans. Database Syst.",1996
"conf/vldb/Hammond96","Using Referential Integrity To Easily Define Consistent Subset Replicas","Brad Hammond","VLDB",1996
"conf/sigmod/Chakravarthy97","SENTINEL: An Object-Oriented DBMS With Event-Based Rules","Sharma Chakravarthy","SIGMOD Conference",1997
"conf/vldb/CareyHMW96","PESTO : An Integrated Query/Browser for Object Databases","Laura M. Haas, Michael J. Carey, Vivekananda Maganty, John H. Williams","VLDB",1996
"journals/sigmod/AbelTK97","Integrating Modelling Systems for Environmental Management Information Systems","David J. Abel, Dean Kuo, Kerry L. Taylor","SIGMOD Record",1997
"journals/vldb/JagadishACLNPPSWWY02","TIMBER: A native XML database","Andrew Nierman, Cong Yu, Jignesh M. Patel, Adriane Chapman, Nuwee Wiwatwattana, H. V. Jagadish, Yuqing Wu, Laks V. S. Lakshmanan, Divesh Srivastava, Shurug Al-Khalifa, Stelios Paparizos","VLDB J.",2002
"conf/sigmod/Adelberg98","NoDoSE - A Tool for Semi-Automatically Extracting Semi-Structured Data from Text Documents","Brad Adelberg","SIGMOD Conference",1998
"conf/vldb/Gibbons01","Distinct Sampling for Highly-Accurate Answers to Distinct Values Queries and Event Reports","Phillip B. Gibbons","VLDB",2001
"journals/sigmod/BestavrosLS96","Report on First International Workshop on Real-Time Database Systems","Sang Hyuk Son, Kwei-Jay Lin, Azer Bestavros","SIGMOD Record",1996
"journals/sigmod/HaritsaS96","Real-Time Index Concurrency Control","S. Seshadri, Jayant R. Haritsa","SIGMOD Record",1996
"conf/sigmod/KornJF97","Efficiently Supporting Ad Hoc Queries in Large Datasets of Time Sequences","H. V. Jagadish, Christos Faloutsos, Flip Korn","SIGMOD Conference",1997
"conf/vldb/PedersenJD99","Extending Practical Pre-Aggregation in On-Line Analytical Processing","Torben Bach Pedersen, Curtis E. Dyreson, Christian S. Jensen","VLDB",1999
"journals/sigmod/Aberer03","Call for Book Reviews","Karl Aberer","SIGMOD Record",2003
"conf/sigmod/ShenNSHS03","CMVF: A Novel Dimension Reduction Scheme for Efficient Indexing in A Large Image Database","John Shepherd, Quan Z. Sheng, Du Q. Huynh, Jialie Shen, Anne H. H. Ngu","SIGMOD Conference",2003
"conf/sigmod/CluetDSS98","Your Mediators Need Data Conversion!","Sophie Cluet, Katarzyna Smaga, Jérôme Siméon, Claude Delobel","SIGMOD Conference",1998
"journals/sigmod/TheodoridisN00","Generating Spatiotemporal Datasets on the WWW","Mario A. Nascimento, Yannis Theodoridis","SIGMOD Record",2000
"conf/vldb/MorishimaKKT01","Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based Approach","Hiroyuki Kitagawa, Satoshi Takano, Seiichi Koizumi, Atsuyuki Morishima","VLDB",2001
"conf/sigmod/BressanGFJHKLMPQSS97","The COntext INterchange Mediator Prototype","Kofi Fynn, Henry B. Kon, Cheng Hian Goh, Thomas Lee, Stéphane Bressan, Stuart E. Madnick, Michael Siegel, Annie W. Shum, Marta Jessica Jakobisiak, Tito Pena, Jessica Qu, Karim Hussein","SIGMOD Conference",1997
"conf/vldb/HumborstadSHT97","1-Safe Algorithms for Symmetric Site Configurations","Maitrayi Sabaratnam, Øystein Torbjørnsen, Rune Humborstad, Svein-Olaf Hvasshovd","VLDB",1997
"journals/sigmod/KennedyMB96","A Framework for Information Visualisation","Peter J. Barclay, Kenneth J. Mitchell, Jessie B. Kennedy","SIGMOD Record",1996
"journals/sigmod/Kuijpers02","Introduction to Constraint Databases - Book Review","Bart Kuijpers","SIGMOD Record",2002
"journals/tods/DattaVCK99","Broadcast Protocols to Support Efficient Retrieval from Databases by Mobile Users","Anindya Datta, Vijay Kumar, Aslihan Celik, Debra E. VanderMeer","ACM Trans. Database Syst.",1999
"conf/sigmod/ChanI98","Bitmap Index Design and Evaluation","Yannis E. Ioannidis, Chee Yong Chan","SIGMOD Conference",1998
"journals/sigmod/Aberer03d","Book review column","Karl Aberer","SIGMOD Record",2003
"journals/sigmod/MarchiLPT03","Analysis of existing databases at the logical level: the DBA companion project","Fabien De Marchi, Jean-Marc Petit, Farouk Toumani, Stéphane Lopes","SIGMOD Record",2003
"conf/sigmod/HullZ96","A Framework for Supporting Data Integration Using the Materialized and Virtual Approaches","Gang Zhou, Richard Hull","SIGMOD Conference",1996
"conf/sigmod/Ramakrishnan00","From Browsing to Interacting: DBMS Support for Responive Websites (Abstract)","Raghu Ramakrishnan","SIGMOD Conference",2000
"conf/sigmod/Hope95","Enterprise Transaction Processing on Windows NT","Greg Hope","SIGMOD Conference",1995
"journals/sigmod/BergamaschiCV99","Semantic Integration of Semistructured and Structured Data Sources","Sonia Bergamaschi, Maurizio Vincini, Silvana Castano","SIGMOD Record",1999
"conf/sigmod/GoyalHKMSZ97","Picture Programming Project","Nita Goyal, Moshé M. Zloof, Charles Hoch, Michael Suckow, Ravi Krishnamurthy, Brian Meckler","SIGMOD Conference",1997
"conf/sigmod/Galhardas00","AJAX: An Extensible Data Cleaning Tool","Daniela Florescu, Helena Galhardas, Dennis Shasha, Eric Simon","SIGMOD Conference",2000
"conf/sigmod/ShashaB02a","Database tuning: principles, experiments, and troubleshooting techniques (part I)","Dennis Shasha, Philippe Bonnet","SIGMOD Conference",2002
"conf/vldb/TianD03","Tuple Routing Strategies for Distributed Eddies","Feng Tian, David J. DeWitt","VLDB",2003
"conf/vldb/AcharyaGP99","Aqua: A Fast Decision Support Systems Using Approximate Query Answers","Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala","VLDB",1999
"conf/vldb/LubbersGJ03","Systematic Development of Data Mining-Based Data Quality Tools","Matthias Jarke, Udo Grimmer, Dominik Lübbers","VLDB",2003
"conf/sigmod/FlorescuGKR02","XL: a platform for web services","Andreas Grünhagen, Steffen Rost, Donald Kossmann, Daniela Florescu","SIGMOD Conference",2002
"conf/sigmod/ChooOLCGBPS96","Prospector: A Content-Based Multimedia Server for Massively Parallel Architectures","G. Linderman, Alexandros Biliris, H. Chen, K. Ganapathi, Euthimios Panagos, S. Choo, David Schrader, William O'Connell","SIGMOD Conference",1996
"conf/vldb/KangC02","Exploiting Versions for On-line Data Warehouse Maintenance in MOLAP Servers","Heum-Geun Kang, Chin-Wan Chung","VLDB",2002
"conf/sigmod/KemperMPS94","Optimizing Disjunctive Queries with Expensive Predicates","Alfons Kemper, Guido Moerkotte, Michael Steinbrunn, Klaus Peithner","SIGMOD Conference",1994
"conf/vldb/JonscherD94","An Approach for Building Secure Database Federations","Klaus R. Dittrich, Dirk Jonscher","VLDB",1994
"journals/vldb/AtzeniM00","Guest Editorial: Databases and the Web","Alberto O. Mendelzon, Paolo Atzeni","VLDB J.",2000
"journals/sigmod/ZobelMR96","Guidelines for Presentation and Comparison of Indexing Techniques","Kotagiri Ramamohanarao, Alistair Moffat, Justin Zobel","SIGMOD Record",1996
"conf/vldb/Uhl02","A Bandwidth Model for Internet Search","Axel Uhl","VLDB",2002
"conf/sigmod/AgrawalK03","A System for Watermarking Relational Databases","Peter J. Haas, Rakesh Agrawal, Jerry Kiernan","SIGMOD Conference",2003
"conf/vldb/DongHLPW01","Mining Multi-Dimensional Constrained Gradients in Data Cubes","Jiawei Han, Ke Wang, Joyce M. W. Lam, Guozhu Dong, Jian Pei","VLDB",2001
"conf/sigmod/DeHaanTCO03","A Comprehensive XQuery to SQL Translation using Dynamic Interval Encoding","M. Tamer Özsu, David Toman, Mariano P. Consens, David DeHaan","SIGMOD Conference",2003
"journals/sigmod/Aberer01","Advanced XML Data Processing - Guest Editor's Introduction","Karl Aberer","SIGMOD Record",2001
"journals/vldb/BeckerGOSW96","An Asymptotically Optimal Multiversion B-Tree","Thomas Ohler, Peter Widmayer, Bruno Becker, Stephan Gschwind, Bernhard Seeger","VLDB J.",1996
"journals/sigmod/Winslett03b","Interview with Rakesh Agrawal","Marianne Winslett","SIGMOD Record",2003
"conf/sigmod/ColbyKLMR97","Supporting Multiple View Maintenance Policies","Latha S. Colby, Kenneth A. Ross, Akira Kawaguchi, Daniel F. Lieuwen, Inderpal Singh Mumick","SIGMOD Conference",1997
"conf/sigmod/KiepuszewskiMO98","FlowBack: Providing Backward Recovery for Workflow Systems","Maria E. Orlowska, Ralf Mühlberger, Bartek Kiepuszewski","SIGMOD Conference",1998
"conf/vldb/TeisseirePC94","Towards Event-Driven Modelling for Database Design","Maguelonne Teisseire, Pascal Poncelet, Rosine Cicchetti","VLDB",1994
"conf/sigmod/AcharyaGP00","Congressional Samples for Approximate Answering of Group-By Queries","Viswanath Poosala, Swarup Acharya, Phillip B. Gibbons","SIGMOD Conference",2000
"journals/vldb/MuckP97","A Configrable Type Hierarchy Index for OODB","Thomas A. Mück, Martin L. Polaschek","VLDB J.",1997
"journals/vldb/BraumandlCKK00","Functional-Join Processing","Reinhard Braumandl, Alfons Kemper, Donald Kossmann, Jens Claußen","VLDB J.",2000
"conf/sigmod/ChaudhuriN98","AutoAdmin 'What-if' Index Analysis Utility","Surajit Chaudhuri, Vivek R. Narasayya","SIGMOD Conference",1998
"conf/sigmod/VriesMNK02","Efficient k-NN search on vertically decomposed data","Niels Nes, Martin L. Kersten, Nikos Mamoulis, Arjen P. de Vries","SIGMOD Conference",2002
"conf/sigmod/Seshadri99","``Honey, I Shrunk the DBMS'': Footprint, Mobility, and Beyond (Panel)","Praveen Seshadri","SIGMOD Conference",1999
"conf/vldb/BrinkhoffK94","The Impact of Global Clustering on Spatial Database Systems","Thomas Brinkhoff, Hans-Peter Kriegel","VLDB",1994
"conf/vldb/FrohnLU94","Access to Objects by Path Expressions and Rules","Jürgen Frohn, Georg Lausen, Heinz Uphoff","VLDB",1994
"conf/vldb/SeifertS02","A Multi-version Cache Replacement and Prefetching Policy for Hybrid Data Delivery Environments","André Seifert, Marc H. Scholl","VLDB",2002
"conf/sigmod/HsiaoCY94","On Parallel Execution of Multiple Pipelined Hash Joins","Philip S. Yu, Hui-I Hsiao, Ming-Syan Chen","SIGMOD Conference",1994
"journals/tods/Chomicki03","Preference formulas in relational queries","Jan Chomicki","ACM Trans. Database Syst.",2003
"journals/sigmod/BallMRZ02","Supply Chain Infrastructures: System Integration and Information Sharing","Michael O. Ball, Louiqa Raschid, Meng Ma, Zhengying Zhao","SIGMOD Record",2002
"conf/vldb/MalonM97","Critical Database Technologies for High Energy Physics","David M. Malon, Edward N. May","VLDB",1997
"journals/sigmod/Snodgrass00","Chair's Message","Richard T. Snodgrass","SIGMOD Record",2000
"conf/sigmod/LiBKN03","Composing XSL Transformations with XML Publishing Views","Chengkai Li, P. P. S. Narayan, Henry F. Korth, Philip Bohannon","SIGMOD Conference",2003
"conf/sigmod/Gerber95","Informix Online XPS","Robert H. Gerber","SIGMOD Conference",1995
"journals/tods/TaoSP03","Analysis of predictive spatio-temporal queries","Dimitris Papadias, Jimeng Sun, Yufei Tao","ACM Trans. Database Syst.",2003
"conf/sigmod/GraySEBW94","Quickly Generating Billion-Record Synthetic Databases","Susanne Englert, Jim Gray, Kenneth Baclawski, Peter J. Weinberger, Prakash Sundaresan","SIGMOD Conference",1994
"conf/vldb/MarianS03","Projecting XML Documents","Amélie Marian, Jérôme Siméon","VLDB",2003
"conf/vldb/Toivonen96","Sampling Large Databases for Association Rules","Hannu Toivonen","VLDB",1996
"journals/tods/ZaharioudakisCF97","Adaptive, Fine-Grained Sharing in a Client-Server OODBMS: A Callback-Based Approach","Michael J. Carey, Michael J. Franklin, Markos Zaharioudakis","ACM Trans. Database Syst.",1997
"conf/vldb/EicklerGK95","A Performance Evaluation of OID Mapping Techniques","André Eickler, Carsten Andreas Gerlhof, Donald Kossmann","VLDB",1995
"journals/sigmod/Winslett01","Jeffrey D. Ullman Speaks Out on the Future of Higher Education, Startups, Database Theory, and More","Marianne Winslett","SIGMOD Record",2001
"journals/sigmod/Qian95","Political Winds Change Direction Again","Xiaolei Qian","SIGMOD Record",1995
"conf/vldb/ChaudhuriW00","Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System","Surajit Chaudhuri, Gerhard Weikum","VLDB",2000
"journals/vldb/RamanRH00","Online dynamic reordering","Bhaskaran Raman, Joseph M. Hellerstein, Vijayshankar Raman","VLDB J.",2000
"journals/vldb/CliftonGB95","HyperFile: A Data and Query Model for Documents","David Bloom, Chris Clifton, Hector Garcia-Molina","VLDB J.",1995
"journals/sigmod/KeetonPH98","A Case for Intelligent Disks (IDISKs)","Kimberly Keeton, Joseph M. Hellerstein, David A. Patterson","SIGMOD Record",1998
"conf/sigmod/MarklL02","Learning table access cardinalities with LEO","Volker Markl, Guy M. Lohman","SIGMOD Conference",2002
"journals/sigmod/Jannink95","Implementing Deletion in B+-Trees","Jan Jannink","SIGMOD Record",1995
"conf/vldb/ChengGKLLQS99","Implementation of Two Semantic Query Optimization Techniques in DB2 Universal Database","K. Bernhard Schiefer, Fred Koo, T. Y. Cliff Leung, Linqi Liu, Jarek Gryz, Xiaoyan Qian, Qi Cheng","VLDB",1999
"conf/vldb/Huyn97","Multiple-View Self-Maintenance in Data Warehousing Environments","Nam Huyn","VLDB",1997
"conf/sigmod/LaursenOP94","Oracle Media Server: Providing Consumer Based Interactive Access to Multimedia Data","Mark Porter, Andrew Laursen, Jeffrey Olkin","SIGMOD Conference",1994
"conf/vldb/NathDKGKS03","IrisNet: An Architecture for Internet-scale Sensing Services","Phillip B. Gibbons, Suman Nath, Amol Deshpande, Srinivasan Seshan, Brad Karp, Yan Ke","VLDB",2003
"conf/sigmod/AgrawalW00","A Framework for Expressing and Combining Preferences","Edward L. Wimmers, Rakesh Agrawal","SIGMOD Conference",2000
"conf/sigmod/HwangLYMMGCSS94","The MYRIAD Federated Database Prototype","K. Mediratta, Ee-Peng Lim, J. Stenoien, S. Musukula, Jaideep Srivastava, H.-R. Yang, D. Clements, M. Ganesh, San-Yih Hwang","SIGMOD Conference",1994
"conf/sigmod/ParkKKLPC98","Xmas: An Extensible Main-Memory Storage System for High-Performance Applications","Ki Hong Kim, Yong Sik Kwon, Sang Kyun Cha, Jang Ho Park, Byoung Dae Park, Sangho Lee","SIGMOD Conference",1998
"conf/vldb/ChoN02","Effective Change Detection Using Sampling","Alexandros Ntoulas, Junghoo Cho","VLDB",2002
"conf/vldb/GaasterlandL94","Qualified Answers That Reflect User Needs and Preferences","Terry Gaasterland, Jorge Lobo","VLDB",1994
"journals/sigmod/BunemanFSW01","Constraints for Semi-structured Data and XML","Wenfei Fan, Peter Buneman, Scott Weinstein, Jérôme Siméon","SIGMOD Record",2001
"journals/sigmod/Alonso95a","Trade Press News","Rafael Alonso","SIGMOD Record",1995
"journals/sigmod/BerraNT95","ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems","P. Bruce Berra, Bhavani M. Thuraisingham, Kingsley C. Nwosu","SIGMOD Record",1995
"conf/sigmod/GarofalakisGR02","Querying and mining data streams: you only get one look a tutorial","Minos N. Garofalakis, Rajeev Rastogi, Johannes Gehrke","SIGMOD Conference",2002
"journals/sigmod/Aberer03b","Book review column","Karl Aberer","SIGMOD Record",2003
"conf/sigmod/DeshpandeGR01","Independence is Good: Dependency-Based Histogram Synopses for High-Dimensional Data","Amol Deshpande, Rajeev Rastogi, Minos N. Garofalakis","SIGMOD Conference",2001
"conf/vldb/SchmidtWKCMB02","XMark: A Benchmark for XML Data Management","Martin L. Kersten, Ralph Busse, Florian Waas, Michael J. Carey, Albrecht Schmidt, Ioana Manolescu","VLDB",2002
"journals/sigmod/Ozsu03","Chair's Message","M. Tamer Özsu","SIGMOD Record",2003
"journals/vldb/ZezulaSAR98","Approximate Similarity Retrieval with M-Trees","Fausto Rabitti, Giuseppe Amato, Pavel Zezula, Pasquale Savino","VLDB J.",1998
"conf/vldb/KnorrN99","Finding Intensional Knowledge of Distance-Based Outliers","Raymond T. Ng, Edwin M. Knorr","VLDB",1999
"conf/sigmod/ZaharioudakisC97","Highly Concurrent Cache Consistency for Indices in Client-Server Database Systems","Michael J. Carey, Markos Zaharioudakis","SIGMOD Conference",1997
"journals/tods/OliverS94","A Taxonomy for Secure Object-Oriented Databases","Sebastiaan H. von Solms, Martin S. Olivier","ACM Trans. Database Syst.",1994
"conf/sigmod/GarofalakisGRSS00","XTRACT: A System for Extracting Document Type Descriptors from XML Documents","Rajeev Rastogi, S. Seshadri, Minos N. Garofalakis, Aristides Gionis, Kyuseok Shim","SIGMOD Conference",2000
"conf/vldb/WangZL03","ATLAS: A Small but Complete SQL Extension for Data Mining and Data Streams","Haixun Wang, Chang Luo, Carlo Zaniolo","VLDB",2003
"conf/sigmod/FabretJLPRS01","Filtering Algorithms and Implementation for Very Fast Publish/Subscribe","Kenneth A. Ross, Françoise Fabret, François Llirbat, João Pereira, Hans-Arno Jacobsen, Dennis Shasha","SIGMOD Conference",2001
"conf/sigmod/FegarasM95","Towards an Effective Calculus for Object Query Languages","David Maier, Leonidas Fegaras","SIGMOD Conference",1995
"journals/sigmod/CampbellEM03","XML schema","Jim Melton, Charles E. Campbell, Andrew Eisenberg","SIGMOD Record",2003
"journals/vldb/ChakrabartiRS03","Fast and accurate text classification via multiple linear discriminant projections pp","Shourya Roy, Mahesh V. Soundalgekar, Soumen Chakrabarti","VLDB J.",2003
"conf/vldb/Bayer95","Document Management as a Database Problem","Rudolf Bayer","VLDB",1995
"conf/vldb/GibbonsMP97","Fast Incremental Maintenance of Approximate Histograms","Yossi Matias, Phillip B. Gibbons, Viswanath Poosala","VLDB",1997
"conf/sigmod/Amer-YahiaCLS01","Minimization of Tree Pattern Queries","Sihem Amer-Yahia, Divesh Srivastava, Laks V. S. Lakshmanan, SungRan Cho","SIGMOD Conference",2001
"journals/sigmod/BoscMP01","Report on The fourth International Conference on Flexible Query Answering systems","Gabriella Pasi, Amihai Motro, Patrick Bosc","SIGMOD Record",2001
"conf/sigmod/CruzJ99","A User-Centered Interface for Querying Distributed Multimedia Databases","Kimberly M. James, Isabel F. Cruz","SIGMOD Conference",1999
"conf/vldb/BraumandlCK98","Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases","Alfons Kemper, Reinhard Braumandl, Jens Claußen","VLDB",1998
"conf/vldb/Celis96","The Query Optimizer in Tandem's new ServerWare SQL Product","Pedro Celis","VLDB",1996
"conf/vldb/DillKMRST01","Self-similarity in the Web","Stephen Dill, Andrew Tomkins, Ravi Kumar, Sridhar Rajagopalan, Kevin S. McCurley, D. Sivakumar","VLDB",2001
"journals/sigmod/Snodgrass03c","Developments at ACM TODS","Richard T. Snodgrass","SIGMOD Record",2003
"conf/vldb/SindoniTABFGMPPT01","SIT-IN: a Real-Life Spatio-Temporal Information System","Stefano De Francisci, Rossella Molinaro, Orietta Gargano, Mario Paolucci, Leonardo Tininini, Giuseppe Sindoni, Paola Patteri, Amedea Ambrosetti, Pina Ticca, Cristina Bedeschi","VLDB",2001
"journals/tods/CastanoAFP98","Conceptual Schema Analysis: Techniques and Applications","Valeria De Antonellis, Barbara Pernici, Maria Grazia Fugini, Silvana Castano","ACM Trans. Database Syst.",1998
"conf/vldb/RamaswamyMS98","On the Discovery of Interesting Patterns in Association Rules","Sridhar Ramaswamy, Sameer Mahajan, Abraham Silberschatz","VLDB",1998
"conf/vldb/Lindsay95","DB2 Common Server: Technology, Progress, & Directions","Bruce G. Lindsay","VLDB",1995
"conf/sigmod/CasatiS01","Models and Languages for Describing and Discovering E-Services","Ming-Chien Shan, Fabio Casati","SIGMOD Conference",2001
"journals/tods/Suciu02","Distributed query evaluation on semistructured data","Dan Suciu","ACM Trans. Database Syst.",2002
"conf/vldb/Malaika96","Database Management Systems and the Internet","Susan Malaika","VLDB",1996
"conf/vldb/AboulnagaAN01","Estimating the Selectivity of XML Path Expressions for Internet Scale Applications","Ashraf Aboulnaga, Jeffrey F. Naughton, Alaa R. Alameldeen","VLDB",2001
"conf/vldb/AbiteboulBMMW02","Active XML: Peer-to-Peer Data and Web Services Integration","Tova Milo, Roger Weber, Ioana Manolescu, Omar Benjelloun, Serge Abiteboul","VLDB",2002
"conf/vldb/DeenJNNW00","A 20/20 Vision of the VLDB-2020?","Shamkant B. Navathe, Erich J. Neuhold, Gio Wiederhold, Anant Jhingran, S. Misbah Deen","VLDB",2000
"journals/sigmod/LaenderRST02","A Brief Survey of Web Data Extraction Tools","Berthier A. Ribeiro-Neto, Alberto H. F. Laender, Altigran Soares da Silva, Juliana S. Teixeira","SIGMOD Record",2002
"journals/sigmod/Segev94a","Editor's Notes","Arie Segev","SIGMOD Record",1994
"conf/vldb/HoskingC99","PM3: An Orthogonal Persistent Systems Programming Language - Design, Implementation, Performance","Antony L. Hosking, Jiawan Chen","VLDB",1999
"conf/sigmod/HellersteinN96","Query Execution Techniques for Caching Expensive Methods","Joseph M. Hellerstein, Jeffrey F. Naughton","SIGMOD Conference",1996
"conf/sigmod/HaasH01","Online Query Processing","Peter J. Haas, Joseph M. Hellerstein","SIGMOD Conference",2001
"conf/sigmod/Shasha97","Lessons from Wall Street: Case Studies in Configuration, Tuning, and Distribution (Tutorial)","Dennis Shasha","SIGMOD Conference",1997
"journals/tods/Chen95","Declarative Updates of Relational Databases","Weidong Chen","ACM Trans. Database Syst.",1995
"conf/vldb/RamamurthyDS02","A Case for Fractured Mirrors","Ravishankar Ramamurthy, Qi Su, David J. DeWitt","VLDB",2002
"conf/vldb/IdrisGC94","Providing Dynamic Security Control in a Federated Database","R. F. Churchhouse, W. A. Gray, N. B. Idris","VLDB",1994
"journals/sigmod/ConstantopoulosCP01","Semantic Web Workshop: Models, Architectures and Management","Vassilis Christophides, Dimitris Plexousakis, Panos Constantopoulos","SIGMOD Record",2001
"conf/vldb/MatthesS94","Persistent Threads","Joachim W. Schmidt, Florian Matthes","VLDB",1994
"conf/sigmod/GeorgeH97","Secure Transaction Processing in Firm Real-Time Database Systems","Binto George, Jayant R. Haritsa","SIGMOD Conference",1997
"conf/vldb/KalusD95","Flexible Relations - Operational Support of Variant Relational Structures","Peter Dadam, Christian Kalus","VLDB",1995
"journals/vldb/StonebrakerALPSSSY96","Mariposa: A Wide-Area Distributed Database System","Carl Staelin, Paul M. Aoki, Witold Litwin, Michael Stonebraker, Adam Sah, Jeff Sidell, Andrew Yu, Avi Pfeffer","VLDB J.",1996
"journals/sigmod/FrankNS02","Report on the Semantic Web Workshop at WWW 2002","Martin R. Frank, Natalya Fridman Noy, Steffen Staab","SIGMOD Record",2002
"journals/sigmod/Snodgrass94","Overview of the Special Section on Temporal Database Infrastructure","Richard T. Snodgrass","SIGMOD Record",1994
"conf/vldb/KochBG03","Path Queries on Compressed XML","Martin Grohe, Peter Buneman, Christoph Koch","VLDB",2003
"conf/sigmod/BlohsfeldKS99","A Comparison of Selectivity Estimators for Range Queries on Metric Attributes","Bernhard Seeger, Björn Blohsfeld, Dieter Korus","SIGMOD Conference",1999
"conf/sigmod/GrayHOS96","The Dangers of Replication and a Solution","Dennis Shasha, Jim Gray, Patrick E. O'Neil, Pat Helland","SIGMOD Conference",1996
"conf/sigmod/AshleyFHLNP95","The Query By Image Content (QBIC) System","Denis Lee, Wayne Niblack, James L. Hafner, Dragutin Petkovic, Myron Flickner, Jonathan Ashley","SIGMOD Conference",1995
"journals/sigmod/PalpanasPKG03","Distributed deviation detection in sensor networks","Dimitrios Gunopulos, Themistoklis Palpanas, Dimitris Papadopoulos, Vana Kalogeraki","SIGMOD Record",2003
"journals/sigmod/AbiteboulH95","Response to A Close Look at the IFO Data Model","Serge Abiteboul, Richard Hull","SIGMOD Record",1995
